"order"	"cultivation"	"trial"	"sampleID"	"aliquotID"	"name"	"crossing"	"line_id"	"treatment"	"plate_name"	"plate"	"machine"	"sector"	"date"	"time"
435	"shelter"	"JKI Shelter 2014"	922296	1571339	"EA62"	"ExA"	899822	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"EF"	121114	"6pm"
436	"shelter"	"JKI Shelter 2014"	922297	1571343	"EA64"	"ExA"	899824	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"GH"	121114	"6pm"
437	"shelter"	"JKI Shelter 2014"	922298	1571347	"EA66"	"ExA"	899826	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"IJ"	121114	"6pm"
438	"shelter"	"JKI Shelter 2014"	922299	1571351	"EA71"	"ExA"	899831	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"KL"	121114	"6pm"
439	"shelter"	"JKI Shelter 2014"	922300	1571355	"EA72"	"ExA"	899832	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"MN"	121114	"6pm"
440	"shelter"	"JKI Shelter 2014"	922301	1571359	"EA74"	"ExA"	899834	"control"	"TROST2_plate55_M3_121114_6pm"	"plate55"	"M3"	"OP"	121114	"6pm"
441	"shelter"	"JKI Shelter 2014"	922302	1571363	"EA75"	"ExA"	899835	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"AB"	131114	"10am"
442	"shelter"	"JKI Shelter 2014"	922303	1571367	"EA78"	"ExA"	899838	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"CD"	131114	"10am"
443	"shelter"	"JKI Shelter 2014"	922304	1571371	"EA79"	"ExA"	899839	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"EF"	131114	"10am"
444	"shelter"	"JKI Shelter 2014"	922305	1571375	"EA85"	"ExA"	899845	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"GH"	131114	"10am"
445	"shelter"	"JKI Shelter 2014"	922306	1571379	"EA87"	"ExA"	899847	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"IJ"	131114	"10am"
446	"shelter"	"JKI Shelter 2014"	922307	1571383	"EA92"	"ExA"	899852	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"KL"	131114	"10am"
447	"shelter"	"JKI Shelter 2014"	922308	1571387	"EA99"	"ExA"	899859	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"MN"	131114	"10am"
448	"shelter"	"JKI Shelter 2014"	922309	1571391	"EA111"	"ExA"	899871	"control"	"TROST2_plate56_M2_131114_10am"	"plate56"	"M2"	"OP"	131114	"10am"
449	"shelter"	"JKI Shelter 2014"	922310	1571395	"EA112"	"ExA"	899872	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"AB"	121114	"6pm"
450	"shelter"	"JKI Shelter 2014"	922311	1571399	"EA113"	"ExA"	899873	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"CD"	121114	"6pm"
451	"shelter"	"JKI Shelter 2014"	922312	1571403	"EA115"	"ExA"	899875	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"EF"	121114	"6pm"
452	"shelter"	"JKI Shelter 2014"	922313	1571407	"EA121"	"ExA"	899881	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"GH"	121114	"6pm"
453	"shelter"	"JKI Shelter 2014"	922314	1571411	"EA125"	"ExA"	899885	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"IJ"	121114	"6pm"
454	"shelter"	"JKI Shelter 2014"	922315	1571415	"EA127"	"ExA"	899887	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"KL"	121114	"6pm"
455	"shelter"	"JKI Shelter 2014"	922316	1571419	"EA130"	"ExA"	899890	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"MN"	121114	"6pm"
456	"shelter"	"JKI Shelter 2014"	922317	1571423	"EA131"	"ExA"	899891	"control"	"TROST2_plate57_M1_121114_6pm"	"plate57"	"M1"	"OP"	121114	"6pm"
457	"shelter"	"JKI Shelter 2014"	922318	1571427	"EA132"	"ExA"	899892	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"AB"	121114	"6pm"
458	"shelter"	"JKI Shelter 2014"	922319	1571431	"EA133"	"ExA"	899893	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"CD"	121114	"6pm"
459	"shelter"	"JKI Shelter 2014"	922320	1571435	"EA140"	"ExA"	899900	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"EF"	121114	"6pm"
460	"shelter"	"JKI Shelter 2014"	922321	1571439	"EA143"	"ExA"	899903	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"GH"	121114	"6pm"
461	"shelter"	"JKI Shelter 2014"	922322	1571443	"EA145"	"ExA"	899905	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"IJ"	121114	"6pm"
462	"shelter"	"JKI Shelter 2014"	922323	1571447	"EA152"	"ExA"	899912	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"KL"	121114	"6pm"
463	"shelter"	"JKI Shelter 2014"	922324	1571451	"EA153"	"ExA"	899913	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"MN"	121114	"6pm"
464	"shelter"	"JKI Shelter 2014"	922325	1571455	"EA154"	"ExA"	899914	"control"	"TROST2_plate58_M2_121114_6pm"	"plate58"	"M2"	"OP"	121114	"6pm"
465	"shelter"	"JKI Shelter 2014"	922326	1571459	"EA155"	"ExA"	899915	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"AB"	131114	"8am"
466	"shelter"	"JKI Shelter 2014"	922327	1571463	"EA159"	"ExA"	899919	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"CD"	131114	"8am"
467	"shelter"	"JKI Shelter 2014"	922328	1571467	"EA160"	"ExA"	899920	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"EF"	131114	"8am"
468	"shelter"	"JKI Shelter 2014"	922329	1571471	"EA162"	"ExA"	899922	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"GH"	131114	"8am"
469	"shelter"	"JKI Shelter 2014"	922330	1571475	"EA165"	"ExA"	899925	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"IJ"	131114	"8am"
470	"shelter"	"JKI Shelter 2014"	922331	1571479	"EA167"	"ExA"	899927	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"KL"	131114	"8am"
471	"shelter"	"JKI Shelter 2014"	922332	1571483	"EA168"	"ExA"	899928	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"MN"	131114	"8am"
472	"shelter"	"JKI Shelter 2014"	922333	1571487	"EA170"	"ExA"	899930	"control"	"TROST2_plate59_M3_131114_8am"	"plate59"	"M3"	"OP"	131114	"8am"
473	"shelter"	"JKI Shelter 2014"	922334	1571491	"EA172"	"ExA"	899932	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"AB"	131114	"6pm"
474	"shelter"	"JKI Shelter 2014"	922335	1571495	"EA173"	"ExA"	899933	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"CD"	131114	"6pm"
475	"shelter"	"JKI Shelter 2014"	922336	1571499	"EA174"	"ExA"	899934	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"EF"	131114	"6pm"
476	"shelter"	"JKI Shelter 2014"	922337	1571503	"EA175"	"ExA"	899935	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"GH"	131114	"6pm"
477	"shelter"	"JKI Shelter 2014"	922338	1571507	"EA176"	"ExA"	899936	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"IJ"	131114	"6pm"
478	"shelter"	"JKI Shelter 2014"	922339	1571511	"EA177"	"ExA"	899937	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"KL"	131114	"6pm"
479	"shelter"	"JKI Shelter 2014"	922340	1571515	"EA179"	"ExA"	899939	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"MN"	131114	"6pm"
480	"shelter"	"JKI Shelter 2014"	922341	1571519	"EA182"	"ExA"	899942	"control"	"TROST2_plate60_M1_131114_6pm"	"plate60"	"M1"	"OP"	131114	"6pm"
481	"shelter"	"JKI Shelter 2014"	922342	1571523	"EA183"	"ExA"	899943	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"AB"	131114	"8am"
482	"shelter"	"JKI Shelter 2014"	922343	1571527	"EA186"	"ExA"	899946	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"CD"	131114	"8am"
483	"shelter"	"JKI Shelter 2014"	922344	1571531	"EA192"	"ExA"	899952	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"EF"	131114	"8am"
484	"shelter"	"JKI Shelter 2014"	922345	1571535	"EA193"	"ExA"	899953	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"GH"	131114	"8am"
485	"shelter"	"JKI Shelter 2014"	922346	1571539	"EA196"	"ExA"	899956	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"IJ"	131114	"8am"
486	"shelter"	"JKI Shelter 2014"	922347	1571543	"EA197"	"ExA"	899957	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"KL"	131114	"8am"
487	"shelter"	"JKI Shelter 2014"	922348	1571547	"EA198"	"ExA"	899958	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"MN"	131114	"8am"
488	"shelter"	"JKI Shelter 2014"	922349	1571551	"EA200"	"ExA"	899960	"control"	"TROST2_plate61_M1_131114_8am"	"plate61"	"M1"	"OP"	131114	"8am"
489	"shelter"	"JKI Shelter 2014"	922350	1571555	"EA201"	"ExA"	899961	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"AB"	131114	"8am"
490	"shelter"	"JKI Shelter 2014"	922351	1571559	"EA202"	"ExA"	899962	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"CD"	131114	"8am"
491	"shelter"	"JKI Shelter 2014"	922352	1571563	"EA207"	"ExA"	899967	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"EF"	131114	"8am"
492	"shelter"	"JKI Shelter 2014"	922353	1571567	"EA208"	"ExA"	899968	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"GH"	131114	"8am"
493	"shelter"	"JKI Shelter 2014"	922354	1571571	"EA210"	"ExA"	899970	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"IJ"	131114	"8am"
494	"shelter"	"JKI Shelter 2014"	922355	1571575	"EA212"	"ExA"	899972	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"KL"	131114	"8am"
495	"shelter"	"JKI Shelter 2014"	922356	1571579	"EA215"	"ExA"	899975	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"MN"	131114	"8am"
496	"shelter"	"JKI Shelter 2014"	922357	1571583	"EA218"	"ExA"	899978	"control"	"TROST2_plate62_M2_131114_8am"	"plate62"	"M2"	"OP"	131114	"8am"
497	"shelter"	"JKI Shelter 2014"	922358	1571587	"EA222"	"ExA"	899982	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"AB"	131114	"10am"
498	"shelter"	"JKI Shelter 2014"	922359	1571591	"EA232"	"ExA"	899992	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"CD"	131114	"10am"
499	"shelter"	"JKI Shelter 2014"	922360	1571595	"EA234"	"ExA"	899994	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"EF"	131114	"10am"
500	"shelter"	"JKI Shelter 2014"	922361	1571599	"EA243"	"ExA"	900003	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"GH"	131114	"10am"
501	"shelter"	"JKI Shelter 2014"	922362	1571603	"EA252"	"ExA"	900012	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"IJ"	131114	"10am"
502	"shelter"	"JKI Shelter 2014"	922363	1571607	"EA257"	"ExA"	900017	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"KL"	131114	"10am"
503	"shelter"	"JKI Shelter 2014"	922364	1571611	"EA263"	"ExA"	900023	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"MN"	131114	"10am"
504	"shelter"	"JKI Shelter 2014"	922365	1571615	"EA264"	"ExA"	900024	"control"	"TROST2_plate63_M3_131114_10am"	"plate63"	"M3"	"OP"	131114	"10am"
505	"shelter"	"JKI Shelter 2014"	922366	1571619	"EA266"	"ExA"	900026	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"AB"	131114	"10am"
506	"shelter"	"JKI Shelter 2014"	922367	1571623	"EA269"	"ExA"	900029	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"CD"	131114	"10am"
507	"shelter"	"JKI Shelter 2014"	922368	1571627	"EA273"	"ExA"	900033	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"EF"	131114	"10am"
508	"shelter"	"JKI Shelter 2014"	922369	1571631	"EA279"	"ExA"	900039	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"GH"	131114	"10am"
509	"shelter"	"JKI Shelter 2014"	922370	1571635	"EA280"	"ExA"	900040	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"IJ"	131114	"10am"
510	"shelter"	"JKI Shelter 2014"	922371	1571639	"EA296"	"ExA"	900056	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"KL"	131114	"10am"
511	"shelter"	"JKI Shelter 2014"	922372	1571643	"EA300"	"ExA"	900060	"control"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"MN"	131114	"10am"
512	"shelter"	"JKI Shelter 2014"	922373	1571647	"EA2"	"ExA"	899440	"drought stress"	"TROST2_plate64_M4_131114_10am"	"plate64"	"M4"	"OP"	131114	"10am"
513	"shelter"	"JKI Shelter 2014"	922374	1571651	"EA6"	"ExA"	899444	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"AB"	131114	"10am"
514	"shelter"	"JKI Shelter 2014"	922375	1571655	"EA7"	"ExA"	899445	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"CD"	131114	"10am"
515	"shelter"	"JKI Shelter 2014"	922376	1571659	"EA8"	"ExA"	899446	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"EF"	131114	"10am"
516	"shelter"	"JKI Shelter 2014"	922377	1571663	"EA14"	"ExA"	899452	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"GH"	131114	"10am"
517	"shelter"	"JKI Shelter 2014"	922378	1571667	"EA17"	"ExA"	899455	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"IJ"	131114	"10am"
518	"shelter"	"JKI Shelter 2014"	922379	1571671	"EA19"	"ExA"	899457	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"KL"	131114	"10am"
519	"shelter"	"JKI Shelter 2014"	922380	1571675	"EA20"	"ExA"	899458	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"MN"	131114	"10am"
520	"shelter"	"JKI Shelter 2014"	922381	1571679	"EA22"	"ExA"	899460	"drought stress"	"TROST2_plate65_M1_131114_10am"	"plate65"	"M1"	"OP"	131114	"10am"
521	"shelter"	"JKI Shelter 2014"	922382	1571683	"EA24"	"ExA"	899462	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"AB"	131114	"12am"
522	"shelter"	"JKI Shelter 2014"	922383	1571687	"EA28"	"ExA"	899788	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"CD"	131114	"12am"
523	"shelter"	"JKI Shelter 2014"	922384	1571691	"EA30"	"ExA"	899790	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"EF"	131114	"12am"
524	"shelter"	"JKI Shelter 2014"	922385	1571695	"EA35"	"ExA"	899795	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"GH"	131114	"12am"
525	"shelter"	"JKI Shelter 2014"	922386	1571699	"EA38"	"ExA"	899798	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"IJ"	131114	"12am"
526	"shelter"	"JKI Shelter 2014"	922387	1571703	"EA43"	"ExA"	899803	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"KL"	131114	"12am"
527	"shelter"	"JKI Shelter 2014"	922388	1571707	"EA45"	"ExA"	899805	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"MN"	131114	"12am"
528	"shelter"	"JKI Shelter 2014"	922389	1571711	"EA47"	"ExA"	899807	"drought stress"	"TROST2_plate66_M3_131114_12am"	"plate66"	"M3"	"OP"	131114	"12am"
529	"shelter"	"JKI Shelter 2014"	922390	1571715	"EA53"	"ExA"	899813	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"AB"	131114	"12am"
530	"shelter"	"JKI Shelter 2014"	922391	1571719	"EA54"	"ExA"	899814	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"CD"	131114	"12am"
531	"shelter"	"JKI Shelter 2014"	922392	1571723	"EA55"	"ExA"	899815	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"EF"	131114	"12am"
532	"shelter"	"JKI Shelter 2014"	922393	1571727	"EA57"	"ExA"	899817	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"GH"	131114	"12am"
533	"shelter"	"JKI Shelter 2014"	922394	1571731	"EA59"	"ExA"	899819	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"IJ"	131114	"12am"
534	"shelter"	"JKI Shelter 2014"	922395	1571735	"EA62"	"ExA"	899822	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"KL"	131114	"12am"
535	"shelter"	"JKI Shelter 2014"	922396	1571739	"EA64"	"ExA"	899824	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"MN"	131114	"12am"
536	"shelter"	"JKI Shelter 2014"	922397	1571743	"EA66"	"ExA"	899826	"drought stress"	"TROST2_plate67_M4_131114_12am"	"plate67"	"M4"	"OP"	131114	"12am"
537	"shelter"	"JKI Shelter 2014"	922398	1571747	"EA71"	"ExA"	899831	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"AB"	131114	"12am"
538	"shelter"	"JKI Shelter 2014"	922399	1571751	"EA72"	"ExA"	899832	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"CD"	131114	"12am"
539	"shelter"	"JKI Shelter 2014"	922400	1571755	"EA74"	"ExA"	899834	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"EF"	131114	"12am"
540	"shelter"	"JKI Shelter 2014"	922401	1571759	"EA75"	"ExA"	899835	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"GH"	131114	"12am"
541	"shelter"	"JKI Shelter 2014"	922402	1571763	"EA78"	"ExA"	899838	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"IJ"	131114	"12am"
542	"shelter"	"JKI Shelter 2014"	922403	1571767	"EA79"	"ExA"	899839	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"KL"	131114	"12am"
543	"shelter"	"JKI Shelter 2014"	922404	1571771	"EA85"	"ExA"	899845	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"MN"	131114	"12am"
544	"shelter"	"JKI Shelter 2014"	922405	1571775	"EA87"	"ExA"	899847	"drought stress"	"TROST2_plate68_M1_131114_12am"	"plate68"	"M1"	"OP"	131114	"12am"
545	"shelter"	"JKI Shelter 2014"	922406	1571779	"EA92"	"ExA"	899852	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"AB"	131114	"12am"
546	"shelter"	"JKI Shelter 2014"	922407	1571783	"EA99"	"ExA"	899859	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"CD"	131114	"12am"
547	"shelter"	"JKI Shelter 2014"	922408	1571787	"EA111"	"ExA"	899871	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"EF"	131114	"12am"
548	"shelter"	"JKI Shelter 2014"	922409	1571791	"EA112"	"ExA"	899872	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"GH"	131114	"12am"
549	"shelter"	"JKI Shelter 2014"	922410	1571795	"EA113"	"ExA"	899873	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"IJ"	131114	"12am"
550	"shelter"	"JKI Shelter 2014"	922411	1571799	"EA115"	"ExA"	899875	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"KL"	131114	"12am"
551	"shelter"	"JKI Shelter 2014"	922412	1571803	"EA121"	"ExA"	899881	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"MN"	131114	"12am"
552	"shelter"	"JKI Shelter 2014"	922413	1571807	"EA125"	"ExA"	899885	"drought stress"	"TROST2_plate69_M2_131114_12am"	"plate69"	"M2"	"OP"	131114	"12am"
553	"shelter"	"JKI Shelter 2014"	922414	1571811	"EA127"	"ExA"	899887	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"AB"	131114	"2pam"
554	"shelter"	"JKI Shelter 2014"	922415	1571815	"EA130"	"ExA"	899890	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"CD"	131114	"2pam"
555	"shelter"	"JKI Shelter 2014"	922416	1571819	"EA131"	"ExA"	899891	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"EF"	131114	"2pam"
556	"shelter"	"JKI Shelter 2014"	922417	1571823	"EA132"	"ExA"	899892	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"GH"	131114	"2pam"
557	"shelter"	"JKI Shelter 2014"	922418	1571827	"EA133"	"ExA"	899893	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"IJ"	131114	"2pam"
558	"shelter"	"JKI Shelter 2014"	922419	1571831	"EA140"	"ExA"	899900	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"KL"	131114	"2pam"
559	"shelter"	"JKI Shelter 2014"	922420	1571835	"EA143"	"ExA"	899903	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"MN"	131114	"2pam"
560	"shelter"	"JKI Shelter 2014"	922421	1571839	"EA145"	"ExA"	899905	"drought stress"	"TROST2_plate70_M3_131114_2pam"	"plate70"	"M3"	"OP"	131114	"2pam"
561	"shelter"	"JKI Shelter 2014"	922422	1571843	"EA152"	"ExA"	899912	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"AB"	131114	"2am"
562	"shelter"	"JKI Shelter 2014"	922423	1571847	"EA153"	"ExA"	899913	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"CD"	131114	"2am"
563	"shelter"	"JKI Shelter 2014"	922424	1571851	"EA154"	"ExA"	899914	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"EF"	131114	"2am"
564	"shelter"	"JKI Shelter 2014"	922425	1571855	"EA155"	"ExA"	899915	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"GH"	131114	"2am"
565	"shelter"	"JKI Shelter 2014"	922426	1571859	"EA159"	"ExA"	899919	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"IJ"	131114	"2am"
566	"shelter"	"JKI Shelter 2014"	922427	1571863	"EA160"	"ExA"	899920	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"KL"	131114	"2am"
567	"shelter"	"JKI Shelter 2014"	922428	1571867	"EA162"	"ExA"	899922	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"MN"	131114	"2am"
568	"shelter"	"JKI Shelter 2014"	922429	1571871	"EA165"	"ExA"	899925	"drought stress"	"TROST2_plate71_M4_131114_2am"	"plate71"	"M4"	"OP"	131114	"2am"
569	"shelter"	"JKI Shelter 2014"	922430	1571875	"EA167"	"ExA"	899927	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"AB"	131114	"2pm"
570	"shelter"	"JKI Shelter 2014"	922431	1571879	"EA168"	"ExA"	899928	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"CD"	131114	"2pm"
571	"shelter"	"JKI Shelter 2014"	922432	1571883	"EA170"	"ExA"	899930	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"EF"	131114	"2pm"
572	"shelter"	"JKI Shelter 2014"	922433	1571887	"EA172"	"ExA"	899932	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"GH"	131114	"2pm"
573	"shelter"	"JKI Shelter 2014"	922434	1571891	"EA173"	"ExA"	899933	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"IJ"	131114	"2pm"
574	"shelter"	"JKI Shelter 2014"	922435	1571895	"EA174"	"ExA"	899934	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"KL"	131114	"2pm"
575	"shelter"	"JKI Shelter 2014"	922436	1571899	"EA175"	"ExA"	899935	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"MN"	131114	"2pm"
576	"shelter"	"JKI Shelter 2014"	922437	1571903	"EA176"	"ExA"	899936	"drought stress"	"TROST2_plate72_M1_131114_2pm"	"plate72"	"M1"	"OP"	131114	"2pm"
577	"shelter"	"JKI Shelter 2014"	922438	1571907	"EA177"	"ExA"	899937	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"AB"	131114	"6pm"
578	"shelter"	"JKI Shelter 2014"	922439	1571911	"EA179"	"ExA"	899939	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"CD"	131114	"6pm"
579	"shelter"	"JKI Shelter 2014"	922440	1571915	"EA182"	"ExA"	899942	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"EF"	131114	"6pm"
580	"shelter"	"JKI Shelter 2014"	922441	1571919	"EA183"	"ExA"	899943	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"GH"	131114	"6pm"
581	"shelter"	"JKI Shelter 2014"	922442	1571923	"EA186"	"ExA"	899946	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"IJ"	131114	"6pm"
582	"shelter"	"JKI Shelter 2014"	922443	1571927	"EA192"	"ExA"	899952	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"KL"	131114	"6pm"
583	"shelter"	"JKI Shelter 2014"	922444	1571931	"EA193"	"ExA"	899953	"drought stress"	"TROST2_plate73_M4_131114_6pm"	"plate73"	"M4"	"MN"	131114	"6pm"
