"cultivation"	"trial"	"sampleID"	"aliquotID"	"cultivar"	"subspecies_id"	"treatment"	"trost_valdis"
"454"	"shelter"	"JKI Shelter 2014"	922318	1571427	"ExA"	899892	"control"	"valdis"
"455"	"shelter"	"JKI Shelter 2014"	922319	1571431	"ExA"	899893	"control"	"valdis"
"456"	"shelter"	"JKI Shelter 2014"	922320	1571435	"ExA"	899900	"control"	"valdis"
"457"	"shelter"	"JKI Shelter 2014"	922321	1571439	"ExA"	899903	"control"	"valdis"
"458"	"shelter"	"JKI Shelter 2014"	922322	1571443	"ExA"	899905	"control"	"valdis"
"459"	"shelter"	"JKI Shelter 2014"	922323	1571447	"ExA"	899912	"control"	"valdis"
"460"	"shelter"	"JKI Shelter 2014"	922324	1571451	"ExA"	899913	"control"	"valdis"
"461"	"shelter"	"JKI Shelter 2014"	922325	1571455	"ExA"	899914	"control"	"valdis"
"462"	"shelter"	"JKI Shelter 2014"	922326	1571459	"ExA"	899915	"control"	"valdis"
"463"	"shelter"	"JKI Shelter 2014"	922327	1571463	"ExA"	899919	"control"	"valdis"
"464"	"shelter"	"JKI Shelter 2014"	922328	1571467	"ExA"	899920	"control"	"valdis"
"465"	"shelter"	"JKI Shelter 2014"	922329	1571471	"ExA"	899922	"control"	"valdis"
"466"	"shelter"	"JKI Shelter 2014"	922330	1571475	"ExA"	899925	"control"	"valdis"
"467"	"shelter"	"JKI Shelter 2014"	922331	1571479	"ExA"	899927	"control"	"valdis"
"468"	"shelter"	"JKI Shelter 2014"	922332	1571483	"ExA"	899928	"control"	"valdis"
"469"	"shelter"	"JKI Shelter 2014"	922333	1571487	"ExA"	899930	"control"	"valdis"
"470"	"shelter"	"JKI Shelter 2014"	922334	1571491	"ExA"	899932	"control"	"valdis"
"471"	"shelter"	"JKI Shelter 2014"	922335	1571495	"ExA"	899933	"control"	"valdis"
"472"	"shelter"	"JKI Shelter 2014"	922336	1571499	"ExA"	899934	"control"	"valdis"
"473"	"shelter"	"JKI Shelter 2014"	922337	1571503	"ExA"	899935	"control"	"valdis"
"474"	"shelter"	"JKI Shelter 2014"	922338	1571507	"ExA"	899936	"control"	"valdis"
"475"	"shelter"	"JKI Shelter 2014"	922339	1571511	"ExA"	899937	"control"	"valdis"
"476"	"shelter"	"JKI Shelter 2014"	922340	1571515	"ExA"	899939	"control"	"valdis"
"477"	"shelter"	"JKI Shelter 2014"	922341	1571519	"ExA"	899942	"control"	"valdis"
"478"	"shelter"	"JKI Shelter 2014"	922342	1571523	"ExA"	899943	"control"	"valdis"
"479"	"shelter"	"JKI Shelter 2014"	922343	1571527	"ExA"	899946	"control"	"valdis"
"480"	"shelter"	"JKI Shelter 2014"	922344	1571531	"ExA"	899952	"control"	"valdis"
"481"	"shelter"	"JKI Shelter 2014"	922345	1571535	"ExA"	899953	"control"	"valdis"
"482"	"shelter"	"JKI Shelter 2014"	922346	1571539	"ExA"	899956	"control"	"valdis"
"483"	"shelter"	"JKI Shelter 2014"	922347	1571543	"ExA"	899957	"control"	"valdis"
"484"	"shelter"	"JKI Shelter 2014"	922348	1571547	"ExA"	899958	"control"	"valdis"
"485"	"shelter"	"JKI Shelter 2014"	922349	1571551	"ExA"	899960	"control"	"valdis"
"486"	"shelter"	"JKI Shelter 2014"	922350	1571555	"ExA"	899961	"control"	"valdis"
"487"	"shelter"	"JKI Shelter 2014"	922351	1571559	"ExA"	899962	"control"	"valdis"
"488"	"shelter"	"JKI Shelter 2014"	922352	1571563	"ExA"	899967	"control"	"valdis"
"489"	"shelter"	"JKI Shelter 2014"	922353	1571567	"ExA"	899968	"control"	"valdis"
"490"	"shelter"	"JKI Shelter 2014"	922354	1571571	"ExA"	899970	"control"	"valdis"
"491"	"shelter"	"JKI Shelter 2014"	922355	1571575	"ExA"	899972	"control"	"valdis"
"492"	"shelter"	"JKI Shelter 2014"	922356	1571579	"ExA"	899975	"control"	"valdis"
"493"	"shelter"	"JKI Shelter 2014"	922357	1571583	"ExA"	899978	"control"	"valdis"
"494"	"shelter"	"JKI Shelter 2014"	922358	1571587	"ExA"	899982	"control"	"valdis"
"495"	"shelter"	"JKI Shelter 2014"	922359	1571591	"ExA"	899992	"control"	"valdis"
"496"	"shelter"	"JKI Shelter 2014"	922360	1571595	"ExA"	899994	"control"	"valdis"
"497"	"shelter"	"JKI Shelter 2014"	922361	1571599	"ExA"	900003	"control"	"valdis"
"498"	"shelter"	"JKI Shelter 2014"	922362	1571603	"ExA"	900012	"control"	"valdis"
"499"	"shelter"	"JKI Shelter 2014"	922363	1571607	"ExA"	900017	"control"	"valdis"
"500"	"shelter"	"JKI Shelter 2014"	922364	1571611	"ExA"	900023	"control"	"valdis"
"501"	"shelter"	"JKI Shelter 2014"	922365	1571615	"ExA"	900024	"control"	"valdis"
"502"	"shelter"	"JKI Shelter 2014"	922366	1571619	"ExA"	900026	"control"	"valdis"
"503"	"shelter"	"JKI Shelter 2014"	922367	1571623	"ExA"	900029	"control"	"valdis"
"504"	"shelter"	"JKI Shelter 2014"	922368	1571627	"ExA"	900033	"control"	"valdis"
"505"	"shelter"	"JKI Shelter 2014"	922369	1571631	"ExA"	900039	"control"	"valdis"
"506"	"shelter"	"JKI Shelter 2014"	922370	1571635	"ExA"	900040	"control"	"valdis"
"507"	"shelter"	"JKI Shelter 2014"	922371	1571639	"ExA"	900056	"control"	"valdis"
"508"	"shelter"	"JKI Shelter 2014"	922372	1571643	"ExA"	900060	"control"	"valdis"
"509"	"shelter"	"JKI Shelter 2014"	922373	1571647	"ExA"	899440	"drought stress"	"valdis"
"510"	"shelter"	"JKI Shelter 2014"	922374	1571651	"ExA"	899444	"drought stress"	"valdis"
"511"	"shelter"	"JKI Shelter 2014"	922375	1571655	"ExA"	899445	"drought stress"	"valdis"
"512"	"shelter"	"JKI Shelter 2014"	922376	1571659	"ExA"	899446	"drought stress"	"valdis"
"513"	"shelter"	"JKI Shelter 2014"	922377	1571663	"ExA"	899452	"drought stress"	"valdis"
"514"	"shelter"	"JKI Shelter 2014"	922378	1571667	"ExA"	899455	"drought stress"	"valdis"
"515"	"shelter"	"JKI Shelter 2014"	922379	1571671	"ExA"	899457	"drought stress"	"valdis"
"516"	"shelter"	"JKI Shelter 2014"	922380	1571675	"ExA"	899458	"drought stress"	"valdis"
"517"	"shelter"	"JKI Shelter 2014"	922381	1571679	"ExA"	899460	"drought stress"	"valdis"
"518"	"shelter"	"JKI Shelter 2014"	922382	1571683	"ExA"	899462	"drought stress"	"valdis"
"519"	"shelter"	"JKI Shelter 2014"	922383	1571687	"ExA"	899788	"drought stress"	"valdis"
"520"	"shelter"	"JKI Shelter 2014"	922384	1571691	"ExA"	899790	"drought stress"	"valdis"
"521"	"shelter"	"JKI Shelter 2014"	922385	1571695	"ExA"	899795	"drought stress"	"valdis"
"522"	"shelter"	"JKI Shelter 2014"	922386	1571699	"ExA"	899798	"drought stress"	"valdis"
"523"	"shelter"	"JKI Shelter 2014"	922387	1571703	"ExA"	899803	"drought stress"	"valdis"
"524"	"shelter"	"JKI Shelter 2014"	922388	1571707	"ExA"	899805	"drought stress"	"valdis"
"525"	"shelter"	"JKI Shelter 2014"	922389	1571711	"ExA"	899807	"drought stress"	"valdis"
"526"	"shelter"	"JKI Shelter 2014"	922390	1571715	"ExA"	899813	"drought stress"	"valdis"
"527"	"shelter"	"JKI Shelter 2014"	922391	1571719	"ExA"	899814	"drought stress"	"valdis"
"528"	"shelter"	"JKI Shelter 2014"	922392	1571723	"ExA"	899815	"drought stress"	"valdis"
"529"	"shelter"	"JKI Shelter 2014"	922393	1571727	"ExA"	899817	"drought stress"	"valdis"
"530"	"shelter"	"JKI Shelter 2014"	922394	1571731	"ExA"	899819	"drought stress"	"valdis"
"531"	"shelter"	"JKI Shelter 2014"	922395	1571735	"ExA"	899822	"drought stress"	"valdis"
"532"	"shelter"	"JKI Shelter 2014"	922396	1571739	"ExA"	899824	"drought stress"	"valdis"
"533"	"shelter"	"JKI Shelter 2014"	922397	1571743	"ExA"	899826	"drought stress"	"valdis"
"534"	"shelter"	"JKI Shelter 2014"	922398	1571747	"ExA"	899831	"drought stress"	"valdis"
"535"	"shelter"	"JKI Shelter 2014"	922399	1571751	"ExA"	899832	"drought stress"	"valdis"
"536"	"shelter"	"JKI Shelter 2014"	922400	1571755	"ExA"	899834	"drought stress"	"valdis"
"537"	"shelter"	"JKI Shelter 2014"	922401	1571759	"ExA"	899835	"drought stress"	"valdis"
"538"	"shelter"	"JKI Shelter 2014"	922402	1571763	"ExA"	899838	"drought stress"	"valdis"
"539"	"shelter"	"JKI Shelter 2014"	922403	1571767	"ExA"	899839	"drought stress"	"valdis"
"540"	"shelter"	"JKI Shelter 2014"	922404	1571771	"ExA"	899845	"drought stress"	"valdis"
"541"	"shelter"	"JKI Shelter 2014"	922405	1571775	"ExA"	899847	"drought stress"	"valdis"
"542"	"shelter"	"JKI Shelter 2014"	922406	1571779	"ExA"	899852	"drought stress"	"valdis"
"543"	"shelter"	"JKI Shelter 2014"	922407	1571783	"ExA"	899859	"drought stress"	"valdis"
"544"	"shelter"	"JKI Shelter 2014"	922408	1571787	"ExA"	899871	"drought stress"	"valdis"
"545"	"shelter"	"JKI Shelter 2014"	922409	1571791	"ExA"	899872	"drought stress"	"valdis"
"546"	"shelter"	"JKI Shelter 2014"	922410	1571795	"ExA"	899873	"drought stress"	"valdis"
"547"	"shelter"	"JKI Shelter 2014"	922411	1571799	"ExA"	899875	"drought stress"	"valdis"
"548"	"shelter"	"JKI Shelter 2014"	922412	1571803	"ExA"	899881	"drought stress"	"valdis"
"549"	"shelter"	"JKI Shelter 2014"	922413	1571807	"ExA"	899885	"drought stress"	"valdis"
"550"	"shelter"	"JKI Shelter 2014"	922414	1571811	"ExA"	899887	"drought stress"	"valdis"
"551"	"shelter"	"JKI Shelter 2014"	922415	1571815	"ExA"	899890	"drought stress"	"valdis"
"552"	"shelter"	"JKI Shelter 2014"	922416	1571819	"ExA"	899891	"drought stress"	"valdis"
"553"	"shelter"	"JKI Shelter 2014"	922417	1571823	"ExA"	899892	"drought stress"	"valdis"
"554"	"shelter"	"JKI Shelter 2014"	922418	1571827	"ExA"	899893	"drought stress"	"valdis"
"555"	"shelter"	"JKI Shelter 2014"	922419	1571831	"ExA"	899900	"drought stress"	"valdis"
"556"	"shelter"	"JKI Shelter 2014"	922420	1571835	"ExA"	899903	"drought stress"	"valdis"
"557"	"shelter"	"JKI Shelter 2014"	922421	1571839	"ExA"	899905	"drought stress"	"valdis"
"558"	"shelter"	"JKI Shelter 2014"	922422	1571843	"ExA"	899912	"drought stress"	"valdis"
"559"	"shelter"	"JKI Shelter 2014"	922423	1571847	"ExA"	899913	"drought stress"	"valdis"
"560"	"shelter"	"JKI Shelter 2014"	922424	1571851	"ExA"	899914	"drought stress"	"valdis"
"561"	"shelter"	"JKI Shelter 2014"	922425	1571855	"ExA"	899915	"drought stress"	"valdis"
"562"	"shelter"	"JKI Shelter 2014"	922426	1571859	"ExA"	899919	"drought stress"	"valdis"
"563"	"shelter"	"JKI Shelter 2014"	922427	1571863	"ExA"	899920	"drought stress"	"valdis"
"564"	"shelter"	"JKI Shelter 2014"	922428	1571867	"ExA"	899922	"drought stress"	"valdis"
"565"	"shelter"	"JKI Shelter 2014"	922429	1571871	"ExA"	899925	"drought stress"	"valdis"
"566"	"shelter"	"JKI Shelter 2014"	922430	1571875	"ExA"	899927	"drought stress"	"valdis"
"567"	"shelter"	"JKI Shelter 2014"	922431	1571879	"ExA"	899928	"drought stress"	"valdis"
"568"	"shelter"	"JKI Shelter 2014"	922432	1571883	"ExA"	899930	"drought stress"	"valdis"
"569"	"shelter"	"JKI Shelter 2014"	922433	1571887	"ExA"	899932	"drought stress"	"valdis"
"570"	"shelter"	"JKI Shelter 2014"	922434	1571891	"ExA"	899933	"drought stress"	"valdis"
"571"	"shelter"	"JKI Shelter 2014"	922435	1571895	"ExA"	899934	"drought stress"	"valdis"
"572"	"shelter"	"JKI Shelter 2014"	922436	1571899	"ExA"	899935	"drought stress"	"valdis"
"573"	"shelter"	"JKI Shelter 2014"	922437	1571903	"ExA"	899936	"drought stress"	"valdis"
"574"	"shelter"	"JKI Shelter 2014"	922438	1571907	"ExA"	899937	"drought stress"	"valdis"
"575"	"shelter"	"JKI Shelter 2014"	922439	1571911	"ExA"	899939	"drought stress"	"valdis"
"576"	"shelter"	"JKI Shelter 2014"	922440	1571915	"ExA"	899942	"drought stress"	"valdis"
"577"	"shelter"	"JKI Shelter 2014"	922441	1571919	"ExA"	899943	"drought stress"	"valdis"
"578"	"shelter"	"JKI Shelter 2014"	922442	1571923	"ExA"	899946	"drought stress"	"valdis"
"579"	"shelter"	"JKI Shelter 2014"	922443	1571927	"ExA"	899952	"drought stress"	"valdis"
"580"	"shelter"	"JKI Shelter 2014"	922444	1571931	"ExA"	899953	"drought stress"	"valdis"
"581"	"shelter"	"JKI Shelter 2014"	922445	1571935	"ExA"	899956	"drought stress"	"valdis"
"582"	"shelter"	"JKI Shelter 2014"	922446	1571939	"ExA"	899957	"drought stress"	"valdis"
"583"	"shelter"	"JKI Shelter 2014"	922447	1571943	"ExA"	899958	"drought stress"	"valdis"
"584"	"shelter"	"JKI Shelter 2014"	922448	1571947	"ExA"	899960	"drought stress"	"valdis"
"585"	"shelter"	"JKI Shelter 2014"	922449	1571951	"ExA"	899961	"drought stress"	"valdis"
"586"	"shelter"	"JKI Shelter 2014"	922450	1571955	"ExA"	899962	"drought stress"	"valdis"
"587"	"shelter"	"JKI Shelter 2014"	922451	1571959	"ExA"	899967	"drought stress"	"valdis"
"588"	"shelter"	"JKI Shelter 2014"	922452	1571963	"ExA"	899968	"drought stress"	"valdis"
"589"	"shelter"	"JKI Shelter 2014"	922453	1571967	"ExA"	899970	"drought stress"	"valdis"
"590"	"shelter"	"JKI Shelter 2014"	922454	1571971	"ExA"	899972	"drought stress"	"valdis"
"591"	"shelter"	"JKI Shelter 2014"	922455	1571975	"ExA"	899975	"drought stress"	"valdis"
"592"	"shelter"	"JKI Shelter 2014"	922456	1571979	"ExA"	899978	"drought stress"	"valdis"
"593"	"shelter"	"JKI Shelter 2014"	922457	1571983	"ExA"	899982	"drought stress"	"valdis"
"594"	"shelter"	"JKI Shelter 2014"	922458	1571987	"ExA"	899992	"drought stress"	"valdis"
"595"	"shelter"	"JKI Shelter 2014"	922459	1571991	"ExA"	899994	"drought stress"	"valdis"
"596"	"shelter"	"JKI Shelter 2014"	922460	1571995	"ExA"	900003	"drought stress"	"valdis"
"597"	"shelter"	"JKI Shelter 2014"	922461	1571999	"ExA"	900012	"drought stress"	"valdis"
"598"	"shelter"	"JKI Shelter 2014"	922462	1572003	"ExA"	900017	"drought stress"	"valdis"
"599"	"shelter"	"JKI Shelter 2014"	922463	1572007	"ExA"	900023	"drought stress"	"valdis"
"600"	"shelter"	"JKI Shelter 2014"	922464	1572011	"ExA"	900024	"drought stress"	"valdis"
"601"	"shelter"	"JKI Shelter 2014"	922465	1572015	"ExA"	900026	"drought stress"	"valdis"
"602"	"shelter"	"JKI Shelter 2014"	922466	1572019	"ExA"	900029	"drought stress"	"valdis"
"603"	"shelter"	"JKI Shelter 2014"	922467	1572023	"ExA"	900033	"drought stress"	"valdis"
"604"	"shelter"	"JKI Shelter 2014"	922468	1572027	"ExA"	900039	"drought stress"	"valdis"
"605"	"shelter"	"JKI Shelter 2014"	922469	1572031	"ExA"	900040	"drought stress"	"valdis"
"606"	"shelter"	"JKI Shelter 2014"	922470	1572035	"ExA"	900056	"drought stress"	"valdis"
"607"	"shelter"	"JKI Shelter 2014"	922471	1572039	"ExA"	900060	"drought stress"	"valdis"
"608"	"shelter"	"JKI Shelter 2014"	922472	1572043	"AxR"	899464	"control"	"valdis"
"609"	"shelter"	"JKI Shelter 2014"	922473	1572047	"AxR"	899472	"control"	"valdis"
"610"	"shelter"	"JKI Shelter 2014"	922474	1572051	"AxR"	899483	"control"	"valdis"
"611"	"shelter"	"JKI Shelter 2014"	922475	1572055	"AxR"	899484	"control"	"valdis"
"612"	"shelter"	"JKI Shelter 2014"	922476	1572059	"AxR"	899485	"control"	"valdis"
"613"	"shelter"	"JKI Shelter 2014"	922477	1572063	"AxR"	899486	"control"	"valdis"
"614"	"shelter"	"JKI Shelter 2014"	922478	1572067	"AxR"	899491	"control"	"valdis"
"615"	"shelter"	"JKI Shelter 2014"	922479	1572071	"AxR"	899504	"control"	"valdis"
"616"	"shelter"	"JKI Shelter 2014"	922480	1572075	"AxR"	899506	"control"	"valdis"
"617"	"shelter"	"JKI Shelter 2014"	922481	1572079	"AxR"	899511	"control"	"valdis"
"618"	"shelter"	"JKI Shelter 2014"	922482	1572083	"AxR"	899515	"control"	"valdis"
"619"	"shelter"	"JKI Shelter 2014"	922483	1572087	"AxR"	899518	"control"	"valdis"
"620"	"shelter"	"JKI Shelter 2014"	922484	1572091	"AxR"	899519	"control"	"valdis"
"621"	"shelter"	"JKI Shelter 2014"	922485	1572095	"AxR"	899522	"control"	"valdis"
"622"	"shelter"	"JKI Shelter 2014"	922486	1572099	"AxR"	899523	"control"	"valdis"
"623"	"shelter"	"JKI Shelter 2014"	922487	1572103	"AxR"	899524	"control"	"valdis"
"624"	"shelter"	"JKI Shelter 2014"	922488	1572107	"AxR"	899530	"control"	"valdis"
"625"	"shelter"	"JKI Shelter 2014"	922489	1572111	"AxR"	899531	"control"	"valdis"
"626"	"shelter"	"JKI Shelter 2014"	922490	1572115	"AxR"	899534	"control"	"valdis"
"627"	"shelter"	"JKI Shelter 2014"	922491	1572119	"AxR"	899538	"control"	"valdis"
"628"	"shelter"	"JKI Shelter 2014"	922492	1572123	"AxR"	899548	"control"	"valdis"
"629"	"shelter"	"JKI Shelter 2014"	922493	1572127	"AxR"	899550	"control"	"valdis"
"630"	"shelter"	"JKI Shelter 2014"	922494	1572131	"AxR"	899553	"control"	"valdis"
"631"	"shelter"	"JKI Shelter 2014"	922495	1572135	"AxR"	899558	"control"	"valdis"
"632"	"shelter"	"JKI Shelter 2014"	922496	1572139	"AxR"	899561	"control"	"valdis"
"633"	"shelter"	"JKI Shelter 2014"	922497	1572143	"AxR"	899562	"control"	"valdis"
"634"	"shelter"	"JKI Shelter 2014"	922498	1572147	"AxR"	899567	"control"	"valdis"
"635"	"shelter"	"JKI Shelter 2014"	922499	1572151	"AxR"	899568	"control"	"valdis"
"636"	"shelter"	"JKI Shelter 2014"	922500	1572155	"AxR"	899569	"control"	"valdis"
"637"	"shelter"	"JKI Shelter 2014"	922501	1572159	"AxR"	899580	"control"	"valdis"
"638"	"shelter"	"JKI Shelter 2014"	922502	1572163	"AxR"	899581	"control"	"valdis"
"639"	"shelter"	"JKI Shelter 2014"	922504	1572171	"AxR"	899585	"control"	"valdis"
"640"	"shelter"	"JKI Shelter 2014"	922505	1572175	"AxR"	899586	"control"	"valdis"
"641"	"shelter"	"JKI Shelter 2014"	922506	1572179	"AxR"	899588	"control"	"valdis"
"642"	"shelter"	"JKI Shelter 2014"	922507	1572183	"AxR"	899589	"control"	"valdis"
"643"	"shelter"	"JKI Shelter 2014"	922508	1572187	"AxR"	899592	"control"	"valdis"
"644"	"shelter"	"JKI Shelter 2014"	922509	1572191	"AxR"	899596	"control"	"valdis"
"645"	"shelter"	"JKI Shelter 2014"	922510	1572195	"AxR"	899602	"control"	"valdis"
"646"	"shelter"	"JKI Shelter 2014"	922511	1572199	"AxR"	899603	"control"	"valdis"
"647"	"shelter"	"JKI Shelter 2014"	922512	1572203	"AxR"	899604	"control"	"valdis"
"648"	"shelter"	"JKI Shelter 2014"	922513	1572207	"AxR"	899606	"control"	"valdis"
"649"	"shelter"	"JKI Shelter 2014"	922514	1572211	"AxR"	899607	"control"	"valdis"
"650"	"shelter"	"JKI Shelter 2014"	922515	1572215	"AxR"	899612	"control"	"valdis"
"651"	"shelter"	"JKI Shelter 2014"	922516	1572219	"AxR"	899620	"control"	"valdis"
"652"	"shelter"	"JKI Shelter 2014"	922517	1572223	"AxR"	899624	"control"	"valdis"
"653"	"shelter"	"JKI Shelter 2014"	922518	1572227	"AxR"	899626	"control"	"valdis"
"654"	"shelter"	"JKI Shelter 2014"	922519	1572231	"AxR"	899627	"control"	"valdis"
"655"	"shelter"	"JKI Shelter 2014"	922520	1572235	"AxR"	899628	"control"	"valdis"
"656"	"shelter"	"JKI Shelter 2014"	922521	1572239	"AxR"	899629	"control"	"valdis"
"657"	"shelter"	"JKI Shelter 2014"	922522	1572243	"AxR"	899631	"control"	"valdis"
"658"	"shelter"	"JKI Shelter 2014"	922523	1572247	"AxR"	899633	"control"	"valdis"
"659"	"shelter"	"JKI Shelter 2014"	922524	1572251	"AxR"	899639	"control"	"valdis"
"660"	"shelter"	"JKI Shelter 2014"	922525	1572255	"AxR"	899646	"control"	"valdis"
"661"	"shelter"	"JKI Shelter 2014"	922526	1572259	"AxR"	899647	"control"	"valdis"
"662"	"shelter"	"JKI Shelter 2014"	922527	1572263	"AxR"	899648	"control"	"valdis"
"663"	"shelter"	"JKI Shelter 2014"	922528	1572267	"AxR"	899651	"control"	"valdis"
"664"	"shelter"	"JKI Shelter 2014"	922529	1572271	"AxR"	899654	"control"	"valdis"
"665"	"shelter"	"JKI Shelter 2014"	922530	1572275	"AxR"	899659	"control"	"valdis"
"666"	"shelter"	"JKI Shelter 2014"	922531	1572279	"AxR"	899660	"control"	"valdis"
"667"	"shelter"	"JKI Shelter 2014"	922532	1572283	"AxR"	899662	"control"	"valdis"
"668"	"shelter"	"JKI Shelter 2014"	922533	1572287	"AxR"	899663	"control"	"valdis"
"669"	"shelter"	"JKI Shelter 2014"	922534	1572291	"AxR"	899664	"control"	"valdis"
"670"	"shelter"	"JKI Shelter 2014"	922535	1572295	"AxR"	899665	"control"	"valdis"
"671"	"shelter"	"JKI Shelter 2014"	922536	1572299	"AxR"	899670	"control"	"valdis"
"672"	"shelter"	"JKI Shelter 2014"	922537	1572303	"AxR"	899671	"control"	"valdis"
"673"	"shelter"	"JKI Shelter 2014"	922538	1572307	"AxR"	899679	"control"	"valdis"
"674"	"shelter"	"JKI Shelter 2014"	922539	1572311	"AxR"	899692	"control"	"valdis"
"675"	"shelter"	"JKI Shelter 2014"	922540	1572315	"AxR"	899693	"control"	"valdis"
"676"	"shelter"	"JKI Shelter 2014"	922541	1572319	"AxR"	899694	"control"	"valdis"
"677"	"shelter"	"JKI Shelter 2014"	922542	1572323	"AxR"	899697	"control"	"valdis"
"678"	"shelter"	"JKI Shelter 2014"	922543	1572327	"AxR"	899698	"control"	"valdis"
"679"	"shelter"	"JKI Shelter 2014"	922544	1572331	"AxR"	899704	"control"	"valdis"
"680"	"shelter"	"JKI Shelter 2014"	922545	1572335	"AxR"	899708	"control"	"valdis"
"681"	"shelter"	"JKI Shelter 2014"	922546	1572339	"AxR"	899710	"control"	"valdis"
"682"	"shelter"	"JKI Shelter 2014"	922547	1572343	"AxR"	899712	"control"	"valdis"
"683"	"shelter"	"JKI Shelter 2014"	922548	1572347	"AxR"	899717	"control"	"valdis"
"684"	"shelter"	"JKI Shelter 2014"	922549	1572351	"AxR"	899719	"control"	"valdis"
"685"	"shelter"	"JKI Shelter 2014"	922550	1572355	"AxR"	899721	"control"	"valdis"
"686"	"shelter"	"JKI Shelter 2014"	922551	1572359	"AxR"	899723	"control"	"valdis"
"687"	"shelter"	"JKI Shelter 2014"	922552	1572363	"AxR"	899724	"control"	"valdis"
"688"	"shelter"	"JKI Shelter 2014"	922553	1572367	"AxR"	899730	"control"	"valdis"
"689"	"shelter"	"JKI Shelter 2014"	922555	1572375	"AxR"	899732	"control"	"valdis"
"690"	"shelter"	"JKI Shelter 2014"	922556	1572379	"AxR"	899734	"control"	"valdis"
"691"	"shelter"	"JKI Shelter 2014"	922557	1572383	"AxR"	899742	"control"	"valdis"
"692"	"shelter"	"JKI Shelter 2014"	922558	1572387	"AxR"	899743	"control"	"valdis"
"693"	"shelter"	"JKI Shelter 2014"	922559	1572391	"AxR"	899745	"control"	"valdis"
"694"	"shelter"	"JKI Shelter 2014"	922560	1572395	"AxR"	899747	"control"	"valdis"
"695"	"shelter"	"JKI Shelter 2014"	922561	1572399	"AxR"	899748	"control"	"valdis"
"696"	"shelter"	"JKI Shelter 2014"	922562	1572403	"AxR"	899751	"control"	"valdis"
"697"	"shelter"	"JKI Shelter 2014"	922563	1572407	"AxR"	899754	"control"	"valdis"
"698"	"shelter"	"JKI Shelter 2014"	922564	1572411	"AxR"	899756	"control"	"valdis"
"699"	"shelter"	"JKI Shelter 2014"	922565	1572415	"AxR"	899759	"control"	"valdis"
"700"	"shelter"	"JKI Shelter 2014"	922566	1572419	"AxR"	899761	"control"	"valdis"
"701"	"shelter"	"JKI Shelter 2014"	922567	1572423	"AxR"	899762	"control"	"valdis"
"702"	"shelter"	"JKI Shelter 2014"	922568	1572427	"AxR"	899464	"drought stress"	"valdis"
"703"	"shelter"	"JKI Shelter 2014"	922569	1572431	"AxR"	899472	"drought stress"	"valdis"
"704"	"shelter"	"JKI Shelter 2014"	922570	1572435	"AxR"	899483	"drought stress"	"valdis"
"705"	"shelter"	"JKI Shelter 2014"	922571	1572439	"AxR"	899484	"drought stress"	"valdis"
"706"	"shelter"	"JKI Shelter 2014"	922572	1572443	"AxR"	899485	"drought stress"	"valdis"
"707"	"shelter"	"JKI Shelter 2014"	922573	1572447	"AxR"	899486	"drought stress"	"valdis"
"708"	"shelter"	"JKI Shelter 2014"	922574	1572451	"AxR"	899491	"drought stress"	"valdis"
"709"	"shelter"	"JKI Shelter 2014"	922575	1572455	"AxR"	899504	"drought stress"	"valdis"
"710"	"shelter"	"JKI Shelter 2014"	922576	1572459	"AxR"	899506	"drought stress"	"valdis"
"711"	"shelter"	"JKI Shelter 2014"	922577	1572463	"AxR"	899511	"drought stress"	"valdis"
"712"	"shelter"	"JKI Shelter 2014"	922578	1572467	"AxR"	899515	"drought stress"	"valdis"
"713"	"shelter"	"JKI Shelter 2014"	922579	1572471	"AxR"	899518	"drought stress"	"valdis"
"714"	"shelter"	"JKI Shelter 2014"	922580	1572475	"AxR"	899519	"drought stress"	"valdis"
"715"	"shelter"	"JKI Shelter 2014"	922581	1572479	"AxR"	899522	"drought stress"	"valdis"
"716"	"shelter"	"JKI Shelter 2014"	922582	1572483	"AxR"	899523	"drought stress"	"valdis"
"717"	"shelter"	"JKI Shelter 2014"	922583	1572487	"AxR"	899524	"drought stress"	"valdis"
"718"	"shelter"	"JKI Shelter 2014"	922584	1572491	"AxR"	899530	"drought stress"	"valdis"
"719"	"shelter"	"JKI Shelter 2014"	922585	1572495	"AxR"	899531	"drought stress"	"valdis"
"720"	"shelter"	"JKI Shelter 2014"	922586	1572499	"AxR"	899534	"drought stress"	"valdis"
"721"	"shelter"	"JKI Shelter 2014"	922587	1572503	"AxR"	899538	"drought stress"	"valdis"
"722"	"shelter"	"JKI Shelter 2014"	922588	1572507	"AxR"	899548	"drought stress"	"valdis"
"723"	"shelter"	"JKI Shelter 2014"	922589	1572511	"AxR"	899550	"drought stress"	"valdis"
"724"	"shelter"	"JKI Shelter 2014"	922590	1572515	"AxR"	899553	"drought stress"	"valdis"
"725"	"shelter"	"JKI Shelter 2014"	922591	1572519	"AxR"	899558	"drought stress"	"valdis"
"726"	"shelter"	"JKI Shelter 2014"	922592	1572523	"AxR"	899561	"drought stress"	"valdis"
"727"	"shelter"	"JKI Shelter 2014"	922593	1572527	"AxR"	899562	"drought stress"	"valdis"
"728"	"shelter"	"JKI Shelter 2014"	922594	1572531	"AxR"	899567	"drought stress"	"valdis"
"729"	"shelter"	"JKI Shelter 2014"	922595	1572535	"AxR"	899568	"drought stress"	"valdis"
